model,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,age_car
M3,Asia,silver,Petrol,Manual,4.2,74151.0,59108.0,3354,Low,13
i8,South America,white,Electric,Automatic,1.9,146886.0,86654.0,3666,Low,1
X6,Asia,red,Hybrid,Manual,4.5,189293.0,89089.0,1313,Low,2
X3,South America,white,Petrol,Manual,2.1,191523.0,102800.0,4703,Low,2
X6,Middle East,silver,Electric,Manual,1.7,161888.0,44507.0,2796,Low,8
M5,Middle East,white,Diesel,Automatic,1.8,88236.0,58418.0,2900,Low,5
X5,Asia,blue,Hybrid,Automatic,3.5,142521.0,81868.0,3270,Low,0
M5,South America,grey,Hybrid,Manual,2.5,177664.0,43537.0,9062,High,8
M3,Middle East,grey,Hybrid,Manual,4.9,57535.0,87471.0,250,Low,11
M3,North America,white,Electric,Manual,4.5,132997.0,111882.0,8977,High,3
M5,Europe,blue,Electric,Manual,4.3,99849.0,88796.0,4776,Low,5
X1,Europe,black,Petrol,Automatic,4.3,187406.0,48694.0,8307,High,13
M3,Europe,silver,Diesel,Manual,4.6,30660.0,52259.0,295,Low,11
X3,Asia,blue,Hybrid,Manual,4.5,180235.0,84067.0,8905,High,11
M3,North America,red,Diesel,Automatic,4.7,23350.0,113461.0,5957,Low,3
X5,Africa,silver,Diesel,Manual,4.8,174660.0,90181.0,2997,Low,3
X1,Europe,black,Petrol,Manual,2.5,129961.0,50886.0,9586,High,9
7 Series,Africa,grey,Electric,Automatic,2.3,42369.0,101928.0,707,Low,1
M5,South America,grey,Petrol,Automatic,3.8,142376.0,65931.0,5464,Low,8
i8,North America,blue,Electric,Manual,1.9,88032.0,35081.0,4076,Low,12
i3,Asia,white,Diesel,Automatic,2.2,141701.0,38635.0,7995,High,0
X5,Africa,red,Petrol,Automatic,4.2,196423.0,33232.0,9754,High,5
7 Series,Asia,red,Hybrid,Manual,3.8,72470.0,118556.0,7365,High,14
i3,Middle East,red,Electric,Manual,3.8,102821.0,88839.0,4013,Low,12
3 Series,Middle East,grey,Diesel,Manual,4.8,37136.0,115390.0,2618,Low,6
M5,Middle East,silver,Hybrid,Manual,3.8,47801.0,58426.0,722,Low,14
i3,Europe,grey,Petrol,Automatic,3.0,6066.0,46104.0,103,Low,2
3 Series,Europe,silver,Petrol,Automatic,2.5,169039.0,100229.0,6930,Low,7
M3,Asia,silver,Electric,Manual,2.7,61612.0,66834.0,1184,Low,13
X5,Africa,white,Diesel,Automatic,2.5,124269.0,35387.0,3366,Low,9
X3,Asia,blue,Diesel,Manual,,185951.0,32444.0,5681,Low,12
i8,Middle East,white,Hybrid,Manual,2.4,185496.0,57362.0,9233,High,8
M3,South America,silver,Diesel,Automatic,4.4,32498.0,101847.0,6860,Low,13
X6,North America,white,Hybrid,Automatic,4.0,15647.0,32033.0,8293,High,11
M5,Middle East,grey,Electric,Manual,3.7,198375.0,39393.0,6347,Low,5
X3,Africa,red,Diesel,Manual,4.7,67346.0,67049.0,6566,Low,6
i8,South America,silver,Electric,Manual,2.4,169453.0,117161.0,6081,Low,9
X3,Africa,blue,Petrol,Automatic,3.5,,75987.0,3314,Low,11
i8,South America,blue,Diesel,Automatic,1.6,122623.0,92839.0,9254,High,13
i3,Asia,red,Hybrid,Manual,4.6,4746.0,113788.0,6165,Low,5
M3,Asia,black,Petrol,Automatic,3.1,15189.0,112102.0,2170,Low,1
M3,North America,white,Petrol,Manual,2.1,13011.0,,7410,High,6
M5,South America,white,Electric,Automatic,2.3,96686.0,32330.0,5792,Low,0
i8,South America,white,Diesel,Manual,4.5,26959.0,79417.0,3443,Low,11
5 Series,Africa,white,Diesel,Manual,1.9,165356.0,36376.0,2156,Low,6
5 Series,North America,black,Hybrid,Manual,4.7,176042.0,71908.0,6227,Low,1
X1,Africa,red,Electric,Automatic,2.8,59210.0,70048.0,6825,Low,13
5 Series,Middle East,white,Petrol,Manual,2.4,172654.0,76907.0,7843,High,8
X3,South America,red,Petrol,Automatic,2.7,141672.0,108091.0,9896,High,4
X5,South America,black,Electric,Manual,2.9,158146.0,115777.0,4539,Low,4
M5,Europe,grey,Diesel,Automatic,3.4,93757.0,69533.0,2849,Low,10
X6,North America,blue,Electric,Manual,3.6,126965.0,71155.0,2589,Low,7
7 Series,South America,red,Electric,Manual,3.1,83194.0,42151.0,4913,Low,4
X6,Africa,red,Electric,Manual,3.1,94569.0,45583.0,272,Low,1
5 Series,Europe,white,Petrol,Manual,2.5,52511.0,42306.0,7168,High,7
i3,North America,black,Petrol,Automatic,2.8,81108.0,72673.0,2026,Low,1
X3,Europe,red,Electric,Manual,3.1,37406.0,30864.0,8441,High,1
X1,Africa,white,Petrol,Automatic,3.6,156869.0,76551.0,6964,Low,11
X1,Asia,black,Electric,Manual,2.0,163320.0,52633.0,3185,Low,2
X5,South America,grey,Diesel,Manual,4.2,89978.0,40540.0,7628,High,11
X6,Asia,black,Hybrid,Manual,3.9,108.0,102180.0,9467,High,0
X1,Asia,grey,Petrol,Manual,2.5,181410.0,71532.0,9496,High,7
X3,Asia,black,Petrol,Automatic,3.1,23052.0,60528.0,5812,Low,12
X3,North America,white,Petrol,Automatic,4.8,96934.0,42154.0,3864,Low,8
X1,Africa,blue,Diesel,Manual,1.6,194891.0,85926.0,6541,Low,7
X1,South America,white,Electric,Automatic,4.3,126698.0,72270.0,4119,Low,7
5 Series,Europe,black,Electric,Automatic,3.3,118614.0,40947.0,7113,High,4
M5,South America,silver,Electric,Manual,3.7,134969.0,107149.0,9037,High,5
M5,Middle East,silver,Electric,Automatic,3.9,27778.0,74619.0,3786,Low,11
X5,Europe,grey,Electric,Manual,3.1,179344.0,94202.0,8999,High,6
X3,Europe,blue,Petrol,Automatic,2.2,6713.0,34499.0,1402,Low,0
M3,Asia,red,Electric,Automatic,4.7,88533.0,103574.0,5598,Low,5
7 Series,South America,black,Electric,Manual,4.1,167213.0,51936.0,4119,Low,11
X5,Middle East,black,Electric,Automatic,3.5,5532.0,33793.0,2178,Low,7
X3,South America,grey,Diesel,Manual,3.1,177754.0,45331.0,2348,Low,9
X3,North America,red,Electric,Manual,3.2,13162.0,40570.0,9418,High,10
M3,Europe,silver,Hybrid,Manual,4.4,175988.0,83639.0,3068,Low,0
i8,North America,silver,Hybrid,Automatic,1.5,89990.0,62767.0,9059,High,11
M5,South America,white,Petrol,Automatic,4.5,24498.0,53816.0,4468,Low,10
3 Series,Africa,blue,Petrol,Manual,1.7,72771.0,51913.0,8086,High,0
M5,Africa,grey,Hybrid,Automatic,3.7,67519.0,34704.0,1422,Low,2
X3,Middle East,grey,Diesel,Automatic,2.7,118112.0,113958.0,3977,Low,0
X1,South America,black,Diesel,Automatic,3.9,150330.0,111309.0,7471,High,4
5 Series,South America,silver,Hybrid,Automatic,1.8,34385.0,38876.0,8750,High,14
X1,Europe,white,Diesel,Manual,3.4,162693.0,49081.0,9578,High,8
7 Series,Europe,black,Petrol,Automatic,4.5,185558.0,33932.0,1115,Low,7
M3,Middle East,black,Electric,Manual,3.2,179215.0,51051.0,9457,High,3
M5,Middle East,black,Hybrid,Manual,1.8,61526.0,71005.0,8839,High,6
i3,Europe,white,Diesel,Manual,1.6,169861.0,116687.0,5073,Low,2
X1,Europe,red,Electric,Manual,3.7,63959.0,38694.0,3139,Low,12
M5,Africa,silver,Electric,Manual,1.7,85134.0,119411.0,810,Low,0
i8,Middle East,blue,Hybrid,Manual,1.7,51313.0,108365.0,3675,Low,6
i8,Africa,blue,Electric,Automatic,3.0,28168.0,108377.0,3646,Low,5
3 Series,Asia,silver,Petrol,Automatic,2.2,83335.0,46751.0,5768,Low,10
X5,Europe,red,Petrol,Manual,2.2,195232.0,112066.0,698,Low,5
M5,Europe,grey,Petrol,Automatic,3.2,151961.0,72919.0,6553,Low,9
X3,Asia,grey,Petrol,Automatic,2.5,64734.0,110115.0,8902,High,14
7 Series,South America,red,Diesel,Manual,2.3,116362.0,79109.0,3721,Low,6
M3,Africa,silver,Petrol,Automatic,3.3,7065.0,53673.0,9502,High,6
7 Series,Africa,red,Hybrid,Manual,2.5,88007.0,44750.0,9512,High,9
i3,Africa,white,Petrol,Automatic,1.8,159831.0,32308.0,5044,Low,7
M5,North America,white,Petrol,Automatic,3.9,113741.0,65824.0,3936,Low,11
X3,North America,blue,Hybrid,Manual,,66854.0,107290.0,9170,High,10
i8,North America,white,Petrol,Manual,2.2,110586.0,86003.0,9328,High,10
X1,Asia,silver,Hybrid,Automatic,3.5,21994.0,41574.0,8136,High,8
7 Series,Europe,blue,Diesel,Manual,,188737.0,39921.0,5315,Low,8
X5,Africa,silver,Diesel,Automatic,4.8,163011.0,40047.0,6825,Low,8
X1,South America,grey,Electric,Manual,3.4,193387.0,50912.0,6238,Low,10
i3,Europe,red,Diesel,Manual,1.8,90291.0,96800.0,545,Low,11
M5,South America,silver,Diesel,Manual,3.1,37494.0,55408.0,3885,Low,7
M3,South America,blue,Electric,Automatic,1.6,67961.0,,9580,High,14
M3,South America,white,Petrol,Automatic,3.0,151024.0,52627.0,5958,Low,14
5 Series,Asia,grey,Petrol,Automatic,4.7,88458.0,83979.0,244,Low,9
M5,Africa,white,Electric,Automatic,3.1,116959.0,114229.0,444,Low,13
7 Series,Europe,black,Hybrid,Automatic,,98514.0,109786.0,5383,Low,3
X3,Asia,black,Diesel,Manual,2.1,172504.0,59585.0,7382,High,12
M3,South America,red,Hybrid,Manual,1.6,4145.0,109268.0,868,Low,11
X5,Middle East,white,Petrol,Manual,5.0,72753.0,103934.0,9314,High,1
M3,Asia,red,Electric,Manual,2.7,,33823.0,8637,High,13
X3,South America,white,Petrol,Automatic,2.5,151328.0,74768.0,3727,Low,5
X5,North America,red,Diesel,Manual,3.5,112180.0,32854.0,3887,Low,8
3 Series,South America,red,Electric,Automatic,4.1,,,784,Low,0
X1,Africa,white,Electric,Manual,2.4,148840.0,90338.0,4672,Low,5
M3,Europe,blue,Diesel,Automatic,3.3,145843.0,47378.0,8688,High,14
i8,Asia,silver,Electric,Manual,2.7,173826.0,110381.0,2149,Low,12
7 Series,Africa,black,Diesel,Manual,3.2,180366.0,35530.0,8035,High,13
3 Series,North America,white,Electric,Automatic,2.1,68317.0,58041.0,8154,High,2
X3,Middle East,white,Petrol,Manual,3.3,57827.0,71620.0,1186,Low,6
3 Series,Middle East,red,Hybrid,Manual,1.7,127690.0,86391.0,7592,High,7
X3,North America,blue,Hybrid,Manual,4.4,65475.0,105507.0,4646,Low,12
3 Series,Europe,grey,Hybrid,Manual,3.7,96873.0,39567.0,8960,High,10
M3,Africa,white,Hybrid,Automatic,4.8,106986.0,59893.0,5172,Low,12
M5,South America,blue,Electric,Manual,3.6,121499.0,112661.0,9082,High,1
3 Series,Middle East,silver,Diesel,Manual,2.1,46118.0,110568.0,2469,Low,4
i3,Africa,red,Electric,Automatic,3.2,16112.0,70093.0,7860,High,2
X1,Europe,silver,Diesel,Automatic,3.8,56503.0,79835.0,8680,High,3
i3,Middle East,white,Hybrid,Manual,2.8,115357.0,55470.0,4617,Low,4
i8,Africa,silver,Petrol,Automatic,3.4,190383.0,85618.0,5221,Low,3
X1,Europe,blue,Hybrid,Manual,2.1,9921.0,32060.0,5934,Low,4
X6,Africa,black,Petrol,Manual,4.2,151407.0,57281.0,3155,Low,9
7 Series,South America,blue,Diesel,Manual,4.7,180813.0,118455.0,6438,Low,10
M3,South America,red,Hybrid,Automatic,2.6,95039.0,104911.0,7576,High,4
i3,Asia,grey,Electric,Manual,4.3,148221.0,31013.0,9975,High,13
M5,Asia,white,Hybrid,Automatic,1.8,10998.0,84019.0,5580,Low,1
7 Series,Europe,silver,Petrol,Automatic,2.4,187832.0,39810.0,6437,Low,5
X6,South America,black,Petrol,Automatic,,94518.0,62209.0,9438,High,7
M3,North America,red,Hybrid,Manual,2.9,196562.0,65759.0,1405,Low,9
M3,Asia,blue,Hybrid,Manual,3.7,159198.0,99733.0,966,Low,1
3 Series,Europe,grey,Hybrid,Automatic,3.5,179808.0,88097.0,6634,Low,0
X6,Africa,grey,Hybrid,Automatic,1.8,115131.0,104292.0,2171,Low,12
7 Series,North America,red,Electric,Manual,2.0,173001.0,68199.0,7952,High,2
X5,North America,silver,Petrol,Automatic,1.7,97859.0,51260.0,2418,Low,0
X1,Africa,grey,Petrol,Manual,4.8,138787.0,88724.0,434,Low,2
7 Series,North America,red,Petrol,Manual,3.8,149916.0,113136.0,7133,High,14
3 Series,Middle East,black,Electric,Automatic,4.5,55849.0,70626.0,6735,Low,10
5 Series,Asia,blue,Hybrid,Automatic,3.4,55157.0,52062.0,8955,High,3
X5,North America,grey,Diesel,Automatic,2.2,18224.0,54593.0,6030,Low,4
i8,Europe,black,Electric,Automatic,3.7,133068.0,107914.0,628,Low,13
5 Series,Europe,black,Diesel,Manual,3.3,23149.0,71394.0,9876,High,2
M3,Africa,white,Diesel,Manual,2.9,87518.0,52359.0,3783,Low,13
X1,Asia,grey,Hybrid,Manual,2.8,11621.0,95394.0,4815,Low,6
M5,South America,black,Electric,Automatic,3.8,6816.0,84417.0,9610,High,4
X3,Middle East,red,Petrol,Manual,3.7,9584.0,91626.0,4175,Low,2
X3,Asia,red,Hybrid,Automatic,2.0,63754.0,97683.0,8437,High,0
i3,Europe,silver,Electric,Manual,4.4,178610.0,57336.0,3711,Low,5
X1,Europe,white,Diesel,Automatic,3.7,186361.0,40622.0,3156,Low,8
7 Series,North America,white,Petrol,Manual,3.4,111421.0,113776.0,6806,Low,9
M3,Europe,black,Electric,Manual,4.1,102105.0,113779.0,8213,High,0
5 Series,Asia,grey,Diesel,Automatic,2.0,72225.0,101200.0,4004,Low,2
i8,South America,blue,Hybrid,Automatic,4.7,34341.0,62452.0,9393,High,14
M5,North America,black,Diesel,Automatic,2.4,26489.0,40282.0,5556,Low,0
i3,Africa,silver,Diesel,Automatic,2.4,174190.0,74094.0,9938,High,1
X1,South America,grey,Electric,Automatic,4.4,,81892.0,999,Low,5
3 Series,Asia,silver,Diesel,Manual,2.7,71610.0,49045.0,7425,High,13
i3,North America,red,Petrol,Manual,4.4,47076.0,66522.0,7925,High,4
3 Series,Asia,black,Electric,Automatic,2.6,193479.0,38441.0,1651,Low,8
i8,Europe,red,Petrol,Manual,3.4,108330.0,51209.0,922,Low,0
M5,Middle East,black,Hybrid,Automatic,2.3,109361.0,30241.0,532,Low,12
X6,Asia,blue,Diesel,Manual,4.1,73574.0,116805.0,6473,Low,13
5 Series,North America,grey,Electric,Manual,2.1,173213.0,36802.0,5217,Low,9
X1,North America,silver,Diesel,Manual,4.6,100627.0,107050.0,2192,Low,7
X5,Middle East,red,Hybrid,Manual,2.8,27087.0,52547.0,7021,High,0
M5,North America,blue,Petrol,Automatic,3.2,155662.0,92967.0,8431,High,7
7 Series,South America,silver,Electric,Manual,1.6,50051.0,80326.0,5538,Low,4
i8,North America,blue,Petrol,Manual,4.9,7706.0,114652.0,390,Low,13
7 Series,South America,red,Hybrid,Manual,4.3,44707.0,87008.0,8737,High,9
X5,Asia,black,Petrol,Automatic,3.1,4001.0,65052.0,673,Low,3
X5,South America,silver,Diesel,Automatic,4.7,116178.0,84437.0,7398,High,10
7 Series,Europe,white,Petrol,Manual,4.8,101735.0,112452.0,5502,Low,8
X1,Europe,black,Petrol,Manual,3.4,104239.0,85770.0,3861,Low,11
X6,North America,grey,Electric,Manual,2.3,97977.0,101580.0,3750,Low,3
7 Series,Africa,grey,Petrol,Manual,3.2,,51333.0,3908,Low,2
X5,South America,silver,Electric,Automatic,2.6,190772.0,106968.0,3380,Low,13
X5,Middle East,red,Electric,Manual,3.1,163220.0,83841.0,3906,Low,5
M3,Europe,red,Electric,Automatic,4.7,63478.0,39212.0,4611,Low,12
3 Series,South America,silver,Hybrid,Manual,2.5,17432.0,72766.0,1012,Low,6
X5,South America,red,Petrol,Automatic,4.4,101712.0,64559.0,5869,Low,5
i8,Asia,black,Petrol,Automatic,4.8,143335.0,100277.0,2866,Low,7
X5,South America,white,Electric,Automatic,4.3,,36022.0,3689,Low,2
7 Series,South America,black,Hybrid,Automatic,3.3,27498.0,34474.0,2091,Low,6
X6,North America,white,Diesel,Manual,3.5,149786.0,108773.0,735,Low,10
i3,Asia,red,Electric,Automatic,4.4,177467.0,93592.0,9135,High,2
M5,Asia,black,Petrol,Manual,1.7,72542.0,61381.0,6605,Low,10
M3,Africa,grey,Hybrid,Automatic,4.1,45310.0,95678.0,7455,High,8
i3,South America,red,Electric,Automatic,3.4,160530.0,50913.0,4288,Low,8
X5,Africa,grey,Petrol,Automatic,2.9,35984.0,112095.0,6029,Low,14
X3,Europe,silver,Petrol,Automatic,4.2,137788.0,78111.0,4167,Low,3
X5,Asia,red,Electric,Manual,2.4,179890.0,100656.0,2655,Low,0
i3,South America,red,Diesel,Manual,4.6,29200.0,84991.0,6644,Low,1
i8,South America,black,Petrol,Manual,,72911.0,43388.0,2078,Low,10
M3,Europe,red,Diesel,Manual,3.6,116321.0,63739.0,1261,Low,7
7 Series,Middle East,red,Diesel,Manual,3.3,58359.0,69525.0,482,Low,8
i8,Middle East,red,Petrol,Automatic,2.2,176454.0,35900.0,4275,Low,4
X1,South America,blue,Hybrid,Manual,3.7,107720.0,96257.0,462,Low,13
5 Series,Europe,red,Hybrid,Manual,4.0,111629.0,42807.0,5375,Low,1
M3,Asia,blue,Diesel,Manual,1.5,17303.0,68469.0,5551,Low,7
X5,Asia,white,Electric,Manual,2.8,147249.0,81011.0,3280,Low,13
i8,Africa,white,Hybrid,Automatic,4.4,111559.0,68575.0,6892,Low,5
M5,Middle East,blue,Electric,Manual,3.7,44014.0,44294.0,1230,Low,14
M3,Europe,white,Electric,Manual,3.7,119577.0,,8810,High,4
X5,Europe,white,Electric,Automatic,2.3,2704.0,78703.0,9949,High,4
X1,Africa,black,Diesel,Automatic,3.7,97305.0,83976.0,7849,High,1
i8,Middle East,red,Electric,Automatic,4.3,151211.0,39164.0,4501,Low,4
i8,Middle East,white,Hybrid,Automatic,2.9,145194.0,51734.0,3077,Low,12
i3,North America,red,Hybrid,Automatic,2.1,30187.0,74816.0,9802,High,12
7 Series,Africa,grey,Petrol,Automatic,1.8,82232.0,44197.0,1274,Low,9
3 Series,Middle East,black,Electric,Automatic,3.3,83202.0,90879.0,8145,High,3
M3,Africa,black,Petrol,Automatic,3.9,136390.0,98743.0,3153,Low,12
X3,Middle East,silver,Hybrid,Manual,2.1,66451.0,49080.0,9069,High,8
X6,Asia,silver,Petrol,Automatic,3.0,111783.0,49829.0,1416,Low,7
X5,Europe,white,Petrol,Manual,3.5,,64087.0,7165,High,12
M3,South America,red,Diesel,Automatic,2.0,20360.0,91242.0,4203,Low,6
X3,Europe,grey,Electric,Automatic,2.4,109559.0,75354.0,8866,High,14
X3,Asia,red,Diesel,Manual,3.6,165261.0,90829.0,2317,Low,0
X1,Europe,white,Diesel,Automatic,4.0,111249.0,95620.0,7910,High,12
M5,Africa,blue,Petrol,Manual,3.7,94420.0,32699.0,5233,Low,3
X5,North America,silver,Petrol,Manual,4.0,157573.0,102536.0,2760,Low,12
X3,South America,white,Petrol,Manual,3.5,3586.0,104157.0,3748,Low,8
M5,Africa,black,Hybrid,Manual,4.4,123580.0,118595.0,7440,High,4
i3,Asia,red,Petrol,Manual,4.4,40251.0,57447.0,398,Low,4
3 Series,Middle East,silver,Petrol,Automatic,4.3,177917.0,,8154,High,10
X5,Asia,silver,Electric,Manual,3.5,108497.0,76038.0,5995,Low,11
X3,Europe,silver,Hybrid,Automatic,,126113.0,39364.0,4075,Low,13
M5,Africa,blue,Petrol,Automatic,1.6,189041.0,85967.0,5719,Low,8
5 Series,Africa,silver,Electric,Manual,2.2,35405.0,116787.0,2981,Low,12
7 Series,Africa,white,Petrol,Manual,4.3,158146.0,118999.0,9546,High,8
X6,Asia,red,Petrol,Manual,4.4,43876.0,53225.0,3341,Low,5
M3,Africa,black,Hybrid,Automatic,4.4,33257.0,84431.0,4377,Low,3
7 Series,North America,black,Diesel,Automatic,4.6,55117.0,103006.0,8737,High,8
X5,Europe,grey,Diesel,Automatic,3.0,,103523.0,2761,Low,4
3 Series,Europe,black,Petrol,Automatic,4.8,58059.0,66904.0,6724,Low,13
5 Series,Asia,blue,Petrol,Manual,2.2,165968.0,32460.0,5888,Low,8
5 Series,Europe,grey,Hybrid,Automatic,4.8,6636.0,51322.0,7338,High,9
M3,Europe,silver,Diesel,Manual,3.4,119230.0,84604.0,2137,Low,5
X6,Middle East,red,Electric,Manual,2.1,2807.0,64597.0,7925,High,11
M5,South America,red,Electric,Automatic,4.1,52922.0,58413.0,7459,High,4
3 Series,Asia,white,Petrol,Manual,2.5,75123.0,47417.0,248,Low,10
7 Series,Europe,white,Electric,Automatic,2.3,29513.0,96243.0,4423,Low,3
M3,Asia,black,Electric,Automatic,2.1,42584.0,31899.0,7852,High,7
X5,North America,red,Petrol,Manual,1.6,60882.0,46320.0,3711,Low,10
7 Series,North America,blue,Electric,Automatic,4.2,55229.0,48720.0,8098,High,12
i3,South America,black,Electric,Automatic,3.2,40212.0,112078.0,158,Low,13
M3,Middle East,red,Hybrid,Automatic,4.9,108712.0,37428.0,8227,High,9
i8,South America,white,Diesel,Manual,3.0,180573.0,43925.0,9293,High,9
X3,South America,white,Diesel,Manual,4.5,119142.0,114292.0,2647,Low,8
X1,Asia,red,Hybrid,Manual,4.9,169739.0,73784.0,8129,High,7
X1,Asia,red,Electric,Manual,1.6,92600.0,,7893,High,11
X5,Europe,grey,Petrol,Manual,1.9,112935.0,81729.0,405,Low,3
X1,North America,white,Petrol,Manual,2.7,121737.0,83092.0,9835,High,7
M3,North America,black,Diesel,Automatic,4.5,,107117.0,9161,High,3
X6,South America,blue,Diesel,Automatic,4.4,166412.0,55361.0,2470,Low,14
3 Series,Europe,silver,Petrol,Manual,2.8,81911.0,53354.0,3286,Low,9
M3,North America,blue,Electric,Automatic,2.2,90301.0,87751.0,8950,High,9
X6,Asia,silver,Electric,Automatic,4.3,98370.0,116093.0,9839,High,12
M3,Africa,red,Hybrid,Automatic,3.6,25314.0,81793.0,474,Low,6
i8,North America,black,Petrol,Manual,1.6,91561.0,104668.0,1304,Low,3
M3,Middle East,grey,Petrol,Automatic,4.3,143329.0,94640.0,9672,High,3
i3,Europe,silver,Petrol,Automatic,4.8,50880.0,77892.0,4592,Low,10
7 Series,Africa,grey,Hybrid,Manual,1.6,102266.0,33596.0,1076,Low,0
M3,Europe,silver,Hybrid,Manual,2.5,131010.0,105445.0,8991,High,14
X3,Africa,blue,Petrol,Manual,4.4,143917.0,87140.0,2243,Low,8
i3,South America,black,Electric,Automatic,3.5,172505.0,32990.0,5667,Low,5
5 Series,South America,black,Hybrid,Automatic,5.0,106589.0,64378.0,2721,Low,0
3 Series,South America,grey,Petrol,Manual,4.7,75587.0,70169.0,6509,Low,1
i8,South America,red,Petrol,Manual,2.1,75379.0,111085.0,6352,Low,12
7 Series,South America,red,Diesel,Automatic,3.9,182692.0,102347.0,2932,Low,5
X1,North America,silver,Diesel,Automatic,3.8,,62413.0,7825,High,5
5 Series,North America,red,Diesel,Manual,1.9,86446.0,57571.0,6412,Low,4
i8,North America,red,Petrol,Manual,1.8,178532.0,86553.0,4404,Low,11
M5,Africa,red,Hybrid,Manual,3.5,156702.0,66008.0,3187,Low,9
M5,South America,black,Electric,Automatic,2.9,50845.0,71841.0,5019,Low,7
X5,Middle East,silver,Hybrid,Automatic,3.4,409.0,68507.0,9769,High,2
i8,Middle East,grey,Petrol,Automatic,2.3,29754.0,52383.0,556,Low,11
i8,South America,silver,Electric,Automatic,3.4,57853.0,88483.0,269,Low,0
M5,Europe,white,Diesel,Manual,2.8,141263.0,35088.0,9789,High,3
M5,Europe,white,Electric,Manual,4.6,27861.0,114246.0,2629,Low,6
X5,Middle East,silver,Electric,Automatic,2.6,94431.0,34274.0,5586,Low,7
X6,Middle East,blue,Electric,Automatic,4.5,170239.0,58764.0,2619,Low,5
7 Series,Asia,grey,Electric,Automatic,2.9,127341.0,,813,Low,5
i3,South America,blue,Hybrid,Automatic,3.5,71786.0,71529.0,9575,High,9
X3,Asia,grey,Petrol,Automatic,2.5,172812.0,107005.0,6057,Low,8
3 Series,Europe,grey,Petrol,Manual,4.3,45464.0,93913.0,823,Low,7
7 Series,North America,white,Electric,Manual,4.5,59447.0,85298.0,3180,Low,13
X1,Asia,red,Electric,Automatic,4.3,184247.0,45607.0,5429,Low,10
3 Series,Asia,black,Diesel,Manual,3.7,13749.0,43291.0,3787,Low,2
M5,South America,blue,Electric,Automatic,2.6,83405.0,74512.0,8493,High,8
i3,Asia,red,Diesel,Automatic,3.7,172224.0,54993.0,7998,High,7
7 Series,Europe,red,Hybrid,Manual,4.9,75316.0,43634.0,8451,High,10
5 Series,North America,black,Diesel,Automatic,3.8,39847.0,97855.0,6630,Low,12
i8,Middle East,red,Electric,Manual,4.8,19476.0,32151.0,8427,High,0
X5,North America,blue,Hybrid,Manual,2.6,90470.0,38422.0,5546,Low,9
M5,Asia,black,Hybrid,Manual,4.5,83820.0,32883.0,4104,Low,10
3 Series,Asia,red,Diesel,Automatic,,191002.0,49121.0,1354,Low,7
X1,Africa,grey,Electric,Manual,4.4,51654.0,105464.0,6142,Low,6
M3,Africa,blue,Electric,Automatic,4.0,32830.0,101602.0,3904,Low,6
i3,North America,grey,Hybrid,Manual,3.2,57822.0,66487.0,8980,High,3
M3,North America,red,Electric,Manual,3.9,169469.0,65050.0,7118,High,3
3 Series,South America,blue,Electric,Automatic,4.8,22761.0,101426.0,9192,High,9
i8,North America,white,Hybrid,Automatic,3.0,15586.0,37136.0,9605,High,0
X5,Middle East,grey,Diesel,Automatic,4.8,104315.0,76962.0,3987,Low,11
5 Series,Africa,white,Petrol,Automatic,1.7,26844.0,43928.0,1947,Low,11
3 Series,Asia,silver,Hybrid,Automatic,1.5,31147.0,109205.0,3119,Low,6
3 Series,Asia,black,Petrol,Automatic,3.2,4265.0,41799.0,8829,High,11
M5,Europe,red,Hybrid,Manual,4.5,87974.0,95574.0,2052,Low,7
5 Series,Middle East,black,Diesel,Manual,2.4,127289.0,113328.0,3618,Low,6
X5,Asia,blue,Diesel,Manual,3.9,1716.0,54186.0,4703,Low,10
X5,Europe,silver,Hybrid,Manual,3.4,57669.0,40986.0,3014,Low,2
X5,Middle East,grey,Diesel,Manual,2.5,20064.0,114947.0,6652,Low,9
i3,North America,white,Petrol,Manual,2.5,192183.0,39565.0,9417,High,12
5 Series,Asia,black,Hybrid,Manual,,84143.0,111956.0,2335,Low,3
i8,North America,silver,Hybrid,Automatic,3.4,134639.0,112425.0,6202,Low,10
M5,South America,grey,Petrol,Automatic,3.1,69803.0,90681.0,4125,Low,10
X6,Europe,black,Petrol,Manual,2.5,11737.0,72124.0,6791,Low,0
M5,Africa,black,Hybrid,Automatic,4.9,108075.0,92714.0,4167,Low,1
3 Series,South America,white,Electric,Automatic,4.4,77190.0,108796.0,8315,High,13
5 Series,North America,red,Diesel,Manual,3.3,127731.0,36244.0,6849,Low,5
i8,Europe,white,Petrol,Manual,3.3,102180.0,61970.0,6216,Low,9
7 Series,Middle East,silver,Electric,Manual,2.2,177487.0,78847.0,6551,Low,6
5 Series,North America,white,Diesel,Automatic,3.8,46273.0,77138.0,1655,Low,4
7 Series,Asia,black,Electric,Manual,4.8,182358.0,108640.0,1509,Low,0
i3,Asia,grey,Petrol,Automatic,4.6,49132.0,99813.0,9145,High,8
M3,Middle East,blue,Electric,Manual,1.8,82600.0,88637.0,4860,Low,1
7 Series,North America,blue,Diesel,Manual,1.7,28511.0,90096.0,8630,High,7
X6,Asia,grey,Hybrid,Automatic,4.9,82396.0,48551.0,142,Low,13
7 Series,North America,white,Diesel,Manual,2.2,72455.0,58918.0,454,Low,4
